"Instrument,Mean,Median,Std.,Var,Spectral Centroid,Spectral roll-off"
"TUNING_FORK,-0.000836492,-0.001602173,0.041256925,0.001702134,0.010636348,0.009040896"
"TUNING_FORK,0.003095746,0.004867554,0.043171183,0.001863751,0.010651004,0.009053353"
"TUNING_FORK,0.001002192,0.004394531,0.04242209,0.001799634,0.010635834,0.009040459"
"TUNING_FORK,0.001683354,-0.000427246,0.042477802,0.001804364,0.010640723,0.009044615"
"TUNING_FORK,-0.004164219,-0.005493164,0.042142881,0.001776022,0.01063674,0.009041229"
"TUNING_FORK,0.000865102,-0.000244141,0.041121184,0.001690952,0.010643286,0.009046793"
"TUNING_FORK,0.003223419,0.005523682,0.040991536,0.001680306,0.010653898,0.009055813"
"TUNING_FORK,0.001536608,0.004379272,0.040717821,0.001657941,0.010667553,0.00906742"
"TUNING_FORK,-0.001275063,-0.003448486,0.040159017,0.001612747,0.010660712,0.009061605"
"TUNING_FORK,-0.001407027,-0.00328064,0.042309475,0.001790092,0.010675974,0.009074578"
"TUNING_FORK,-0.000160456,-0.000549316,0.042806241,0.001832374,0.010678886,0.009077053"
"TUNING_FORK,0.001587868,0.004318237,0.046002682,0.002116247,0.010682543,0.009080162"
"TUNING_FORK,0.003319263,0.006835938,0.044768883,0.002004253,0.010687718,0.00908456"
"TUNING_FORK,0.002744794,0.00239563,0.043945998,0.001931251,0.010699172,0.009094296"
"TUNING_FORK,-0.004655004,-0.006027222,0.044655763,0.001994137,0.010696418,0.009091955"
"TUNING_FORK,0.000700235,-0.000167847,0.045625967,0.002081729,0.010690204,0.009086674"
"TUNING_FORK,0.000206232,0.001235962,0.043137674,0.001860859,0.010685853,0.009082975"
"TUNING_FORK,0.001957059,0.004318237,0.0430742,0.001855387,0.010697829,0.009093155"
"TUNING_FORK,0.003135562,0.004806519,0.039680195,0.001574518,0.010680307,0.009078261"
"TUNING_FORK,-0.002953768,-0.002578735,0.038595948,0.001489647,0.010693228,0.009089244"
"TUNING_FORK,0.001375556,0.000793457,0.041037741,0.001684096,0.010680625,0.009078531"
"TUNING_FORK,-0.001652718,-0.003570557,0.039886074,0.001590899,0.010700548,0.009095466"
"TUNING_FORK,0.001103997,0.004104614,0.041507451,0.001722868,0.010684677,0.009081975"
"TUNING_FORK,0.003150821,0.004730225,0.042685778,0.001822076,0.010662448,0.009063081"
"TUNING_FORK,0.001127124,0.001190186,0.04270143,0.001823412,0.010646312,0.009049366"
"TUNING_FORK,-0.002322555,-0.003341675,0.043903494,0.001927517,0.010632507,0.009037631"
"TUNING_FORK,-0.000752807,-0.002182007,0.045701448,0.002088622,0.010640995,0.009044846"
"TUNING_FORK,0.001682281,0.002868652,0.043954255,0.001931976,0.010636315,0.009040868"
"TUNING_FORK,0.001175761,0.003219604,0.045213007,0.002044216,0.010630169,0.009035644"
"TUNING_FORK,0.001897573,0.006057739,0.044628403,0.001991694,0.010632431,0.009037566"
"TUNING_FORK,0.000397682,0.000152588,0.043335717,0.001877984,0.01062833,0.009034081"
"TUNING_FORK,-0.002508879,-0.004318237,0.044258331,0.0019588,0.010635188,0.00903991"
"TUNING_FORK,0.000343323,-0.000228882,0.043324956,0.001877052,0.010633313,0.009038316"
"TUNING_FORK,0.001527429,0.004043579,0.04382258,0.001920419,0.010637861,0.009042182"
"TUNING_FORK,0.002631903,0.005172729,0.04502836,0.002027553,0.010622675,0.009029274"
"TUNING_FORK,0.000316501,0.000213623,0.042931135,0.001843082,0.01061409,0.009021977"
"TUNING_FORK,-0.002948999,-0.003967285,0.044005577,0.001936491,0.010623504,0.009029978"
"TUNING_FORK,0.000136495,-0.001358032,0.043360035,0.001880093,0.010622513,0.009029136"
"TUNING_FORK,0.000744939,0.002960205,0.043433941,0.001886507,0.010639231,0.009043346"
"TUNING_FORK,0.00094533,0.004226685,0.044010693,0.001936941,0.010649726,0.009052267"
"TUNING_FORK,0.003555059,0.003494263,0.043562948,0.00189773,0.010635652,0.009040305"
"TUNING_FORK,-0.001857638,-0.002960205,0.043460858,0.001888846,0.010636622,0.009041129"
"TUNING_FORK,-0.00188148,-0.003326416,0.042589583,0.001813873,0.010628167,0.009033942"
"TUNING_FORK,-0.000130653,0.001358032,0.042403831,0.001798085,0.01063025,0.009035713"
"TUNING_FORK,0.004114985,0.005493164,0.043243988,0.001870043,0.010633021,0.009038068"
"TUNING_FORK,-6.77E-05,0.002853394,0.042201737,0.001780987,0.010628753,0.00903444"
"TUNING_FORK,-0.001663923,-0.00453186,0.041800754,0.001747303,0.010641447,0.00904523"
"TUNING_FORK,0.000666738,-0.000701904,0.041701204,0.00173899,0.010648343,0.009051092"
"TUNING_FORK,-0.001131654,-0.000595093,0.039136312,0.001531651,0.010648471,0.009051201"
"TUNING_FORK,-0.000178576,0.000640869,0.040751782,0.001660708,0.010633919,0.009038831"
"TUNING_FORK,0.005008221,0.007492065,0.039385433,0.001551212,0.010630751,0.009036138"
"TUNING_FORK,-0.001915932,-0.003219604,0.038960492,0.00151792,0.010627325,0.009033227"
"TUNING_FORK,-0.001797915,-0.001907349,0.040053144,0.001604254,0.010608473,0.009017202"
"TUNING_FORK,-0.000436425,-0.001251221,0.038636069,0.001492746,0.010623103,0.009029637"
"TUNING_FORK,0.00348258,0.006958008,0.039086781,0.001527776,0.010645322,0.009048524"
"TUNING_FORK,0.000613809,0.00289917,0.039899617,0.001591979,0.01063773,0.00904207"
"TUNING_FORK,-0.00025928,0.000305176,0.038037164,0.001446826,0.010630532,0.009035952"
"TUNING_FORK,-0.001726031,-0.00328064,0.039422519,0.001554135,0.010633391,0.009038383"
"TUNING_FORK,-0.000458598,-0.002761841,0.038965438,0.001518305,0.010638531,0.009042752"
"TUNING_FORK,0.000977397,0.002624512,0.039444141,0.00155584,0.01065101,0.009053359"
"TUNING_FORK,0.002681136,0.005142212,0.039835476,0.001586865,0.010645968,0.009049073"
"TUNING_FORK,0.001006603,0.001419067,0.039664815,0.001573298,0.010651783,0.009054015"
"TUNING_FORK,-0.001623511,-0.002944946,0.040441859,0.001635544,0.01063631,0.009040863"
"TUNING_FORK,-0.001312137,-0.002655029,0.039086044,0.001527719,0.010643526,0.009046997"
"TUNING_FORK,0.00145638,0.004806519,0.039572973,0.00156602,0.010631292,0.009036598"
"TUNING_FORK,0.001920104,0.003753662,0.040105327,0.001608437,0.010646081,0.009049169"
"TUNING_FORK,1.67E-06,0.001480103,0.038920481,0.001514804,0.010834534,0.009209354"
"TUNING_FORK,-0.001311898,-0.003341675,0.038054639,0.001448156,0.010846083,0.009219171"
"TUNING_FORK,0.000534534,-0.00088501,0.036951621,0.001365422,0.010863168,0.009233693"
"TUNING_FORK,-0.000754356,-0.000228882,0.036659661,0.001343931,0.010866263,0.009236324"
"TUNING_FORK,0.000955343,0.001937866,0.037726481,0.001423287,0.010916192,0.009278763"
"TUNING_FORK,0.003023982,0.003738403,0.0384332,0.001477111,0.011459458,0.009740539"
"TUNING_FORK,-0.001780152,-0.003234863,0.038671453,0.001495481,0.0116796,0.00992766"
"TUNING_FORK,-0.002157569,-0.00340271,0.039466089,0.001557572,0.011715449,0.009958132"
"TUNING_FORK,0.001420856,0.002151489,0.039099456,0.001528767,0.011721379,0.009963172"
"TUNING_FORK,0.002141833,0.003540039,0.039679876,0.001574493,0.011726994,0.009967945"
"TUNING_FORK,0.000818253,0.003097534,0.038452658,0.001478607,0.011861218,0.010082035"
"TUNING_FORK,0.000305295,-0.001251221,0.038401155,0.001474649,0.011916266,0.010128826"
"TUNING_FORK,-0.002922416,-0.004333496,0.039846803,0.001587768,0.011929984,0.010140486"
"TUNING_FORK,0.000780702,0.00163269,0.038909293,0.001513933,0.011954959,0.010161715"
"TUNING_FORK,0.000806808,0.002304077,0.039774134,0.001581982,0.01196905,0.010173692"
"TUNING_FORK,0.003227711,0.006118774,0.039410219,0.001553165,0.011965432,0.010170617"
"TUNING_FORK,-0.000348687,-0.00239563,0.03926927,0.001542076,0.011966153,0.01017123"
"TUNING_FORK,-0.003331304,-0.004516602,0.040104341,0.001608358,0.011971762,0.010175998"
"TUNING_FORK,-0.000562787,-0.002120972,0.039339439,0.001547591,0.011989866,0.010191386"
"TUNING_FORK,0.005194545,0.007339478,0.038830956,0.001507843,0.011987299,0.010189204"
"TUNING_FORK,-0.001102209,0.000350952,0.039654319,0.001572465,0.011997261,0.010197672"
"TUNING_FORK,-0.000813127,-0.001983643,0.037744944,0.001424681,0.012016793,0.010214274"
"TUNING_FORK,0.001871347,-0.00012207,0.03830258,0.001467088,0.012015732,0.010213373"
"TUNING_FORK,-0.002164602,-0.004272461,0.038014969,0.001445138,0.012023555,0.010220022"
"TUNING_FORK,0.00032413,0.001556396,0.036692364,0.00134633,0.012005196,0.010204416"
"TUNING_FORK,0.002959251,0.004516602,0.039857835,0.001588647,0.01199436,0.010195206"
"TUNING_FORK,0.000551343,0.001998901,0.039037796,0.00152395,0.011986047,0.01018814"
"TUNING_FORK,-0.000772834,-0.001831055,0.037546936,0.001409772,0.011988948,0.010190606"
"TUNING_FORK,-0.001466751,-0.002563477,0.038531117,0.001484647,0.01200201,0.010201708"
"TUNING_FORK,0.000702143,-0.000518799,0.037822333,0.001430529,0.012008303,0.010207058"
"TUNING_FORK,0.001144767,0.003982544,0.038805797,0.00150589,0.012001008,0.010200857"
"TUNING_FORK,0.00155735,0.002655029,0.03889133,0.001512536,0.011994217,0.010195084"
"TUNING_FORK,0.000494838,0.000564575,0.03726894,0.001388974,0.011993188,0.01019421"
"TUNING_FORK,-0.00127995,-0.003234863,0.03842781,0.001476697,0.011986325,0.010188376"
"TUNING_FORK,-0.001622558,-0.003265381,0.037547485,0.001409814,0.01198227,0.010184929"
"TUNING_FORK,0.001872182,0.004669189,0.037414869,0.001399872,0.011971937,0.010176147"
"TUNING_FORK,0.002453446,0.004684448,0.036472736,0.00133026,0.011964417,0.010169754"
"TUNING_FORK,-0.000615954,0.000244141,0.036593666,0.001339096,0.011949049,0.010156691"
"TUNING_FORK,-0.001521707,-0.001876831,0.035927043,0.001290752,0.011953202,0.010160222"
"TUNING_FORK,-0.000228405,-0.001403809,0.036774762,0.001352383,0.011944782,0.010153065"
"TUNING_FORK,0.002076983,0.00302124,0.034687099,0.001203195,0.01193592,0.010145532"
"TUNING_FORK,0.001357913,0.001785278,0.035274572,0.001244295,0.011922848,0.010134421"
"TUNING_FORK,-0.000812173,0.000274658,0.034396136,0.001183094,0.01192334,0.010134839"
"TUNING_FORK,0.001345396,-0.000259399,0.035800361,0.001281666,0.011936761,0.010146247"
"TUNING_FORK,-0.00432682,-0.006439209,0.035209136,0.001239683,0.01193305,0.010143092"
"TUNING_FORK,0.003059387,0.004486084,0.035057579,0.001229034,0.011941808,0.010150537"
"TUNING_FORK,0.001952529,0.003463745,0.036458128,0.001329195,0.011923644,0.010135098"
"TUNING_FORK,0.000164509,0.002624512,0.035482167,0.001258984,0.011908883,0.01012255"
"TUNING_FORK,0.000224352,-0.00213623,0.034879537,0.001216582,0.011907337,0.010121236"
"TUNING_FORK,-0.002124906,-0.003097534,0.035601771,0.001267486,0.011924063,0.010135453"
"TUNING_FORK,0.00079143,0.001098633,0.034581562,0.001195884,0.011924518,0.01013584"
"TUNING_FORK,0.001463652,0.003082275,0.034924814,0.001219743,0.01192325,0.010134763"
"TUNING_FORK,0.00064218,0.002304077,0.033988609,0.001155226,0.011920623,0.01013253"
"TUNING_FORK,0.000224948,-0.000686646,0.03301214,0.001089801,0.011921982,0.010133685"
"TUNING_FORK,-0.001003265,-0.0027771,0.033221344,0.001103658,0.011930001,0.010140501"
"TUNING_FORK,-0.000753641,-0.001419067,0.032082589,0.001029293,0.011918725,0.010130916"
"TUNING_FORK,0.001975894,0.003646851,0.031559674,0.000996013,0.011905569,0.010119734"
"TUNING_FORK,0.002557039,0.005065918,0.031888613,0.001016884,0.011912158,0.010125335"
"TUNING_FORK,-0.001562953,-0.00213623,0.031652738,0.001001896,0.011907861,0.010121682"
"TUNING_FORK,-0.000526428,-0.00227356,0.033603471,0.001129193,0.011900646,0.010115549"
"TUNING_FORK,0.001559973,0.00201416,0.03346714,0.001120049,0.01189958,0.010114643"
"TUNING_FORK,-0.001261473,-0.000442505,0.034136592,0.001165307,0.011890045,0.010106538"
"TUNING_FORK,0.002225995,0.004425049,0.033251483,0.001105661,0.01191295,0.010126008"
"TUNING_FORK,-0.000451088,-0.002044678,0.033417698,0.001116743,0.011909865,0.010123385"
"TUNING_FORK,-0.001097918,-0.001617432,0.034891073,0.001217387,0.01189373,0.01010967"
"TUNING_FORK,4.66E-05,0.000396729,0.03319703,0.001102043,0.011877592,0.010095953"
"TUNING_FORK,0.000571966,0.00213623,0.033117178,0.001096747,0.011869453,0.010089035"
"TUNING_FORK,0.003650546,0.00491333,0.026712915,0.00071358,0.01187272,0.010091812"
"TUNING_FORK,-0.001959324,-0.002105713,0.032879186,0.001081041,0.011888787,0.010105469"
"TUNING_FORK,-0.001481295,-0.003234863,0.032906639,0.001082847,0.011894948,0.010110706"
"TUNING_FORK,0.001022339,0.000396729,0.032206987,0.00103729,0.011909625,0.010123181"
"TUNING_FORK,0.000928164,0.002090454,0.032280987,0.001042062,0.011902404,0.010117043"
"TUNING_FORK,0.000365973,0.00177002,0.031879422,0.001016298,0.011899587,0.010114649"
"TUNING_FORK,-0.000251174,-0.000320435,0.031194039,0.000973068,0.011890353,0.0101068"
"TUNING_FORK,0.001997828,0.000991821,0.032640093,0.001065376,0.011904201,0.010118571"
"TUNING_FORK,-0.002656341,-0.003677368,0.031514763,0.00099318,0.011887564,0.01010443"
"TUNING_FORK,0.002271771,0.004013062,0.031068682,0.000965263,0.011914307,0.010127161"
"TUNING_FORK,0.002172112,0.003799438,0.03162744,0.001000295,0.011912548,0.010125666"
"TUNING_FORK,-0.001583815,-0.001754761,0.031039008,0.00096342,0.011913924,0.010126836"
"TUNING_FORK,-0.000989676,-0.001724243,0.031667726,0.001002845,0.011921062,0.010132902"
"TUNING_FORK,0.000333905,-0.001342773,0.030779638,0.000947386,0.011922345,0.010133993"
"TUNING_FORK,6.90E-05,0.002166748,0.030750723,0.000945607,0.011919056,0.010131198"
"TUNING_FORK,0.003783464,0.005279541,0.03024067,0.000914498,0.011930657,0.010141058"
"TUNING_FORK,-0.001486063,-0.001968384,0.029868061,0.000892101,0.011917272,0.010129681"
"TUNING_FORK,0.000159025,-0.001373291,0.029865227,0.000891932,0.011900931,0.010115791"
"TUNING_FORK,-0.001500607,-0.002761841,0.029249083,0.000855509,0.011905899,0.010120014"
"TUNING_FORK,0.001209617,0.00189209,0.029684835,0.000881189,0.01189459,0.010110402"
"TUNING_FORK,0.002106905,0.00352478,0.030501343,0.000930332,0.011877434,0.010095819"
"TUNING_FORK,-0.000150561,-0.000518799,0.029777669,0.00088671,0.011869735,0.010089275"
"TUNING_FORK,-0.000337005,-0.001342773,0.031348135,0.000982706,0.011870869,0.010090239"
"TUNING_FORK,-0.002104759,-0.003051758,0.030394048,0.000923798,0.011876225,0.010094791"
"TUNING_FORK,0.002206802,0.004455566,0.031438148,0.000988357,0.011859037,0.010080182"
"TUNING_FORK,0.001757145,0.003051758,0.032996788,0.001088788,0.011846143,0.010069221"
"TUNING_FORK,0.000206351,0.000976563,0.032218429,0.001038027,0.011836124,0.010060705"
"TUNING_FORK,-0.000686646,-0.001052856,0.030928059,0.000956545,0.011826284,0.010052341"
"TUNING_FORK,-0.000468254,-0.002410889,0.030626009,0.000937952,0.011812682,0.010040779"
"TUNING_FORK,-0.000428319,0.000549316,0.030656921,0.000939847,0.011805043,0.010034287"
"TUNING_FORK,0.002466798,0.002716064,0.032152833,0.001033805,0.011801346,0.010031144"
"TUNING_FORK,0.001188159,0.003311157,0.030434565,0.000926263,0.01179371,0.010024654"
"TUNING_FORK,-0.000442982,-0.001831055,0.029912824,0.000894777,0.011787612,0.01001947"
"TUNING_FORK,-0.001939178,-0.003082275,0.03090117,0.000954882,0.01177408,0.010007968"
"TUNING_FORK,0.000867724,0.00100708,0.029443841,0.00086694,0.011759661,0.009995712"
"TUNING_FORK,0.001387358,0.003219604,0.030136964,0.000908237,0.011749808,0.009987337"
"TUNING_FORK,0.001093864,0.001953125,0.029546672,0.000873006,0.011732983,0.009973036"
"TUNING_FORK,8.58E-05,-0.000564575,0.029228368,0.000854298,0.011721776,0.00996351"
"TUNING_FORK,-0.000613928,-0.001663208,0.029366696,0.000862403,0.011707603,0.009951462"
"TUNING_FORK,-0.001634717,-0.001815796,0.028358738,0.000804218,0.011691064,0.009937405"
"TUNING_FORK,0.001772165,0.003036499,0.028827208,0.000831008,0.011679375,0.009927469"
"TUNING_FORK,0.001537204,0.003479004,0.028650742,0.000820865,0.011669,0.00991865"
"TUNING_FORK,0.001220822,0.001998901,0.028262524,0.00079877,0.011651781,0.009904013"
"TUNING_FORK,-0.001234293,-0.003097534,0.028221242,0.000796439,0.011636455,0.009890987"
"TUNING_FORK,-0.001307487,-0.002487183,0.02823358,0.000797135,0.011625674,0.009881823"
"TUNING_FORK,0.001135707,0.001525879,0.027318051,0.000746276,0.01161049,0.009868916"
"TUNING_FORK,0.000551939,0.001480103,0.027943829,0.000780858,0.011594528,0.009855349"
"TUNING_FORK,0.001942873,0.003952026,0.027404481,0.000751006,0.011578526,0.009841747"
"TUNING_FORK,0.000761271,6.10E-05,0.026647805,0.000710106,0.011561501,0.009827276"
"TUNING_FORK,-0.002186418,-0.003372192,0.026421472,0.000698094,0.011544954,0.009813211"
"TUNING_FORK,-0.000517368,-0.001495361,0.02470652,0.000610412,0.011528465,0.009799195"
"TUNING_FORK,0.0014112,0.002639771,0.025584317,0.000654557,0.011511311,0.009784614"
"TUNING_FORK,0.002861381,0.003540039,0.025914038,0.000671537,0.011495082,0.00977082"
"TUNING_FORK,-0.002441764,-0.001831055,0.025681312,0.00065953,0.011479456,0.009757538"
"TUNING_FORK,0.000982165,-0.000335693,0.02636681,0.000695209,0.011463158,0.009743684"
"TUNING_FORK,-0.000300288,-0.000762939,0.025795424,0.000665404,0.011447137,0.009730066"
"TUNING_FORK,-0.001888394,-0.000930786,0.02543734,0.000647058,0.011430811,0.009716189"
"TUNING_FORK,0.003462195,0.004043579,0.026571048,0.000706021,0.011414293,0.009702149"
"TUNING_FORK,0.001444459,0.002609253,0.02623609,0.000688332,0.011398117,0.0096884"
"TUNING_FORK,-0.000686169,-0.000946045,0.025938748,0.000672819,0.011382132,0.009674812"
"TUNING_FORK,-0.000209928,-0.000946045,0.026068541,0.000679569,0.011366016,0.009661113"
"TUNING_FORK,-0.001076221,-0.002670288,0.02548069,0.000649266,0.01135016,0.009647636"
"TUNING_FORK,0.000961661,0.002090454,0.02506929,0.000628469,0.011333914,0.009633827"
"TUNING_FORK,0.001525521,0.003387451,0.024830547,0.000616556,0.011317795,0.009620126"
"TUNING_FORK,7.14E-05,-0.000213623,0.023987269,0.000575389,0.01130218,0.009606853"
"TUNING_FORK,2.83E-05,-0.00138855,0.02354795,0.000554506,0.011286068,0.009593158"
"TUNING_FORK,-0.000133753,-0.000991821,0.024008638,0.000576415,0.011269889,0.009579406"
"TUNING_FORK,-0.000844598,0.00050354,0.022537813,0.000507953,0.011253878,0.009565796"
"TUNING_FORK,0.002889037,0.004135132,0.023016931,0.000529779,0.011238459,0.009552691"
"TUNING_FORK,0.000785232,0.00151062,0.023545271,0.00055438,0.011222639,0.009539243"
"TUNING_FORK,-0.002577543,-0.004074097,0.023412311,0.000548136,0.011206792,0.009525773"
"TUNING_FORK,0.000810146,0.000213623,0.024519731,0.000601217,0.011191428,0.009512714"
"TUNING_FORK,0.000969052,0.001342773,0.023565691,0.000555342,0.011175905,0.00949952"
"TUNING_FORK,-0.000774384,-0.000976563,0.024092784,0.000580462,0.011160609,0.009486517"
"TUNING_FORK,0.002228856,0.003631592,0.023165072,0.000536621,0.011145223,0.009473439"
"TUNING_FORK,7.30E-05,-0.000473022,0.023309115,0.000543315,0.011129601,0.009460161"
"TUNING_FORK,-0.000829458,-0.00112915,0.023521666,0.000553269,0.011114265,0.009447125"
"TUNING_FORK,0.000571132,-0.000473022,0.023431334,0.000549027,0.01109932,0.009434422"
"TUNING_FORK,0.000230074,0.00151062,0.023959768,0.000574071,0.011084202,0.009421572"
"TUNING_FORK,0.001034975,0.002090454,0.024031255,0.000577501,0.011069826,0.009409352"
"TUNING_FORK,0.000815749,0.001251221,0.023383497,0.000546788,0.011054965,0.009396721"
"TUNING_FORK,-0.000597954,-0.001159668,0.024180645,0.000584704,0.011039317,0.00938342"
"TUNING_FORK,-0.000759244,-0.001815796,0.024865192,0.000618278,0.0110244,0.00937074"
"TUNING_FORK,0.000507593,0.00138855,0.024315845,0.00059126,0.011009525,0.009358096"
"TUNING_FORK,0.001503348,0.001724243,0.025064641,0.000628236,0.010994294,0.00934515"
"TUNING_FORK,0.001556754,0.003173828,0.023993628,0.000575694,0.010980123,0.009333104"
"TUNING_FORK,-0.000607252,-0.001556396,0.024217188,0.000586472,0.01096608,0.009321168"
"TUNING_FORK,-0.002110124,-0.003356934,0.024371649,0.000593977,0.010952855,0.009309927"
"TUNING_FORK,0.001095891,0.00112915,0.024297365,0.000590362,0.010943821,0.009302248"
"TUNING_FORK,0.001034379,0.001846313,0.024988608,0.000624431,0.010930624,0.00929103"
"TUNING_FORK,0.001366854,0.002853394,0.023296363,0.000542721,0.010915757,0.009278394"
"TUNING_FORK,5.01E-05,-0.00138855,0.023878255,0.000570171,0.010907308,0.009271211"
"TUNING_FORK,-0.001025796,-0.001235962,0.025137132,0.000631875,0.010897705,0.009263049"
"TUNING_FORK,-0.000342011,-0.000396729,0.023911412,0.000571756,0.010883716,0.009251159"
"TUNING_FORK,0.000426173,0.002243042,0.024505926,0.00060054,0.010871982,0.009241184"
"TUNING_FORK,0.001587033,0.002624512,0.025402205,0.000645272,0.01086303,0.009233575"
"TUNING_FORK,0.001258373,0.001846313,0.023240379,0.000540115,0.010849031,0.009221676"
"TUNING_FORK,-0.001298428,-0.002593994,0.023963537,0.000574251,0.010841442,0.009215226"
"TUNING_FORK,-0.000103712,-0.000976563,0.024027187,0.000577306,0.01082978,0.009205313"
"TUNING_FORK,0.000423789,0.001403809,0.024233675,0.000587271,0.010818994,0.009196145"
"TUNING_FORK,0.001980543,0.002639771,0.023559913,0.00055507,0.010814954,0.009192711"
"TUNING_FORK,1.87E-05,-0.000167847,0.02327806,0.000541868,0.010809568,0.009188133"
"TUNING_FORK,-0.001127124,-0.002624512,0.022956835,0.000527016,0.010807735,0.009186575"
"TUNING_FORK,4.43E-05,-0.001174927,0.023253838,0.000540741,0.010802412,0.00918205"
"TUNING_FORK,-9.30E-06,0.000717163,0.022775881,0.000518741,0.010791841,0.009173065"
"TUNING_FORK,0.003026366,0.004440308,0.022298174,0.000497209,0.010784665,0.009166965"
"TUNING_FORK,-0.000193954,-0.000137329,0.022835946,0.00052148,0.010777382,0.009160774"
"TUNING_FORK,-0.000686526,-0.001647949,0.023096814,0.000533463,0.010767624,0.00915248"
"TUNING_FORK,-0.00131464,-0.001922607,0.023117775,0.000534432,0.010754173,0.009141047"
"TUNING_FORK,0.001011729,0.001663208,0.02242042,0.000502675,0.010760488,0.009146415"
"TUNING_FORK,0.001699328,0.003051758,0.023530753,0.000553696,0.010763096,0.009148632"
"TUNING_FORK,0.000963688,0.001693726,0.022528162,0.000507518,0.010758031,0.009144326"
"TUNING_FORK,0.000156283,-0.000946045,0.022833888,0.000521386,0.010744827,0.009133103"
"TUNING_FORK,-0.001686096,-0.003005981,0.022339801,0.000499067,0.010736751,0.009126238"
"TUNING_FORK,0.000917673,0.001190186,0.022096487,0.000488255,0.010742716,0.009131309"
"TUNING_FORK,0.000183582,0.001068115,0.022872789,0.000523164,0.010730398,0.009120839"
"TUNING_FORK,0.001636624,0.003479004,0.022222893,0.000493857,0.010720687,0.009112584"
"TUNING_FORK,0.000273705,-0.000976563,0.021392101,0.000457622,0.01073231,0.009122464"
"TUNING_FORK,-0.001708031,-0.002075195,0.021361567,0.000456317,0.010731232,0.009121547"
"TUNING_FORK,0.000319719,-0.00012207,0.021128898,0.00044643,0.010734034,0.009123929"
"TUNING_FORK,0.001407266,0.001663208,0.020732786,0.000429848,0.01074176,0.009130496"
"TUNING_FORK,0.000513196,0.001159668,0.02070215,0.000428579,0.0107446,0.00913291"
"TUNING_FORK,0.000378728,-0.00151062,0.021530582,0.000463566,0.010744803,0.009133082"
"TUNING_FORK,-0.001365542,-0.001571655,0.022246127,0.00049489,0.010768815,0.009153493"
"TUNING_FORK,1.48E-05,-0.000534058,0.021876968,0.000478602,0.010756563,0.009143079"
"TUNING_FORK,0.003363013,0.004119873,0.023439342,0.000549403,0.010769697,0.009154242"
"TUNING_FORK,-0.000418067,0.001037598,0.023181144,0.000537365,0.010763655,0.009149107"
"TUNING_FORK,0.001155972,0.000869751,0.021729593,0.000472175,0.01076295,0.009148507"
"TUNING_FORK,0.000340462,-0.000701904,0.021715331,0.000471556,0.010758633,0.009144838"
"TUNING_FORK,-0.002119184,-0.002838135,0.022027771,0.000485223,0.010772298,0.009156453"
"TUNING_FORK,0.000598073,0.000717163,0.023052811,0.000531432,0.010778924,0.009162085"
"TUNING_FORK,0.001721382,0.002929688,0.021551287,0.000464458,0.010793582,0.009174545"
"TUNING_FORK,-0.00050211,0.00012207,0.021549838,0.000464396,0.01079776,0.009178096"
"TUNING_FORK,0.001454353,0.000335693,0.021148405,0.000447255,0.010792687,0.009173784"
"TUNING_FORK,-0.001089811,-0.002212524,0.020891615,0.00043646,0.010781198,0.009164018"
"TUNING_FORK,-0.002053499,-0.003067017,0.021240574,0.000451162,0.010769788,0.00915432"
"TUNING_FORK,0.004243493,0.005432129,0.020987179,0.000440462,0.010768919,0.009153581"
"TUNING_FORK,-0.000799656,-0.000534058,0.020965239,0.000439541,0.01078883,0.009170506"
"TUNING_FORK,0.000294566,0.000228882,0.020746216,0.000430405,0.010782778,0.009165362"
"TUNING_FORK,0.000290632,-0.001495361,0.020480399,0.000419447,0.010783496,0.009165972"
"TUNING_FORK,-0.001338005,-0.002685547,0.020899357,0.000436783,0.010779348,0.009162446"
"TUNING_FORK,0.001579165,0.00201416,0.021107807,0.00044554,0.010777532,0.009160903"
"TUNING_FORK,0.000895619,0.001266479,0.021278281,0.000452765,0.010784298,0.009166653"
"TUNING_FORK,0.000602126,0.000320435,0.020704166,0.000428662,0.010775544,0.009159212"
"TUNING_FORK,-3.70E-05,-0.001312256,0.020556163,0.000422556,0.01076832,0.009153072"
"TUNING_FORK,-0.00105691,-0.002090454,0.020497665,0.000420154,0.010776181,0.009159754"
"TUNING_FORK,0.001410961,0.001541138,0.019660589,0.000386539,0.010778826,0.009162002"
"TUNING_FORK,-8.94E-06,0.000640869,0.020758752,0.000430926,0.010778374,0.009161618"
"TUNING_FORK,0.000551105,0.001678467,0.019151717,0.000366788,0.010778979,0.009162132"
"TUNING_FORK,7.08E-05,0.00038147,0.013390831,0.000179314,0.010780911,0.009163774"
"TUNING_FORK,-0.000417709,0.000152588,0.007697673,5.93E-05,0.010795315,0.009176018"
"TUNING_FORK,0.001296043,0.001647949,0.007071741,5.00E-05,0.010795665,0.009176315"
"TUNING_FORK,0.000590324,0.00100708,0.007444298,5.54E-05,0.010785947,0.009168055"
"TUNING_FORK,-0.000832677,-0.000442505,0.007665096,5.88E-05,0.010773713,0.009157656"
"TUNING_FORK,0.001618266,0.001480103,0.008694429,7.56E-05,0.010781947,0.009164655"
"piano,0.008148193,0,0.180639745,0.032630718,2.0859375,1.773046875"
"piano,0.01171875,0.00390625,0.505717066,0.255749751,1.762152659,1.49782976"
"piano,0.00088501,0.01171875,0.472611169,0.223361317,1.693455823,1.439437449"
