"Instrument,Mean,Median,Std.,Var,Spectral Centroid,Spectral roll-off"
"TUNING_FORK,-0.003696442,-0.006576538,0.124261871,0.015441013,0.011304765,0.00960905"
"TUNING_FORK,-6.32E-05,0.002624512,0.12008769,0.014421053,0.011243986,0.009557388"
"TUNING_FORK,0.005104423,0.011169434,0.120271768,0.014465298,0.011195883,0.009516501"
"TUNING_FORK,0.004258037,0.014541626,0.118920878,0.014142175,0.011155324,0.009482025"
"TUNING_FORK,-0.001954198,-0.005340576,0.119193403,0.014207067,0.011091475,0.009427753"
"TUNING_FORK,-0.004589319,-0.004623413,0.122215488,0.014936625,0.011044706,0.009388"
"TUNING_FORK,-0.001559496,0.000473022,0.119747418,0.014339444,0.010978986,0.009332138"
"TUNING_FORK,0.003678441,0.011230469,0.120886544,0.014613557,0.010969212,0.00932383"
"TUNING_FORK,0.006454706,0.012359619,0.121012119,0.014643933,0.010971309,0.009325612"
"TUNING_FORK,-5.50E-05,0.002731323,0.116476652,0.01356681,0.010947102,0.009305037"
"TUNING_FORK,-0.004056692,-0.005249023,0.118851208,0.01412561,0.010921071,0.00928291"
"TUNING_FORK,-0.003342748,-0.007095337,0.118360184,0.014009133,0.010894305,0.009260159"
"TUNING_FORK,-0.001358032,-0.000274658,0.112572188,0.012672498,0.010849417,0.009222004"
"TUNING_FORK,0.004679441,0.01083374,0.118097309,0.013946974,0.010814937,0.009192697"
"TUNING_FORK,0.005566716,0.012145996,0.116248194,0.013513643,0.010793008,0.009174057"
"TUNING_FORK,-0.001949191,-0.003662109,0.11339978,0.01285951,0.010793495,0.009174471"
"TUNING_FORK,-0.002727628,-0.005462646,0.116639298,0.013604726,0.01078804,0.009169834"
"TUNING_FORK,-0.003721595,-0.007080078,0.110338533,0.012174592,0.010765741,0.00915088"
"TUNING_FORK,0.003666162,0.010910034,0.108764113,0.011829632,0.010746903,0.009134868"
"TUNING_FORK,0.005598426,0.013259888,0.109304771,0.011947533,0.010751784,0.009139017"
"TUNING_FORK,-1.32E-05,-0.000946045,0.107858337,0.011633421,0.010718673,0.009110872"
"TUNING_FORK,-0.005503297,-0.010696411,0.11411187,0.013021519,0.010687077,0.009084015"
"TUNING_FORK,-0.002304435,-0.006515503,0.112818983,0.012728123,0.010686998,0.009083948"
"TUNING_FORK,0.002219677,0.010421753,0.114499375,0.013110107,0.010669328,0.009068929"
"TUNING_FORK,0.005462646,0.012435913,0.117630106,0.013836842,0.010657396,0.009058786"
"TUNING_FORK,0.002753973,0.008773804,0.114095533,0.013017791,0.010632245,0.009037408"
"TUNING_FORK,-0.003762603,-0.007629395,0.116809471,0.013644452,0.010576245,0.008989808"
"TUNING_FORK,-0.005471468,-0.009979248,0.11548962,0.013337852,0.010545176,0.008963399"
"TUNING_FORK,0.002426028,0.004379272,0.114268999,0.013057404,0.010565861,0.008980982"
"TUNING_FORK,0.005105853,0.010391235,0.116832711,0.013649882,0.010599224,0.00900934"
"TUNING_FORK,0.002409697,0.009521484,0.115936419,0.013441253,0.010597576,0.00900794"
"TUNING_FORK,0.000192881,-0.003295898,0.117615059,0.013833302,0.010562835,0.00897841"
"TUNING_FORK,-0.004937887,-0.006317139,0.115749619,0.013397974,0.01056034,0.008976289"
"TUNING_FORK,-0.002379656,-0.001525879,0.110333567,0.012173496,0.010594398,0.009005238"
"TUNING_FORK,0.006020665,0.014099121,0.112447156,0.012644363,0.010596966,0.009007421"
"TUNING_FORK,0.00385344,0.011703491,0.110591528,0.012230486,0.010615288,0.009022995"
"TUNING_FORK,-0.000330806,-0.000946045,0.111537301,0.01244057,0.010645256,0.009048468"
"TUNING_FORK,-0.007543445,-0.012802124,0.114327349,0.013070743,0.010644602,0.009047912"
"TUNING_FORK,0.000417233,-0.001327515,0.111679454,0.0124723,0.010632265,0.009037425"
"TUNING_FORK,0.003980756,0.010726929,0.113157838,0.012804696,0.010656939,0.009058398"
"TUNING_FORK,0.00336957,0.008468628,0.113521871,0.012887215,0.010632998,0.009038048"
"TUNING_FORK,-0.000177383,0.000152588,0.1108577,0.01228943,0.010622403,0.009029043"
"TUNING_FORK,-0.001848817,-0.004486084,0.114327251,0.01307072,0.010587804,0.008999633"
"TUNING_FORK,-0.005412936,-0.008590698,0.111368454,0.012402933,0.010583623,0.00899608"
"TUNING_FORK,0.00330019,0.00843811,0.108740528,0.011824502,0.01061427,0.009022129"
"TUNING_FORK,0.004973412,0.009170532,0.109180079,0.01192029,0.010566443,0.008981476"
"TUNING_FORK,0.001728296,0.008087158,0.104214226,0.010860605,0.01059742,0.009007807"
"TUNING_FORK,-0.003937602,-0.009338379,0.105122682,0.011050778,0.010588863,0.009000534"
"TUNING_FORK,-0.004604816,-0.00692749,0.10628742,0.011297016,0.01062651,0.009032533"
"TUNING_FORK,0.000750422,0.004318237,0.103338564,0.010678859,0.010622417,0.009029054"
"TUNING_FORK,0.005288601,0.011016846,0.1072726,0.011507411,0.01063601,0.009040608"
"TUNING_FORK,0.003147006,0.009902954,0.108303008,0.011729541,0.010608271,0.00901703"
"TUNING_FORK,-0.002625585,-0.004165649,0.108068233,0.011678743,0.010636713,0.009041206"
"TUNING_FORK,-0.004602909,-0.009597778,0.108833831,0.011844803,0.010672001,0.009071201"
"TUNING_FORK,-0.000753403,0.001922607,0.106283148,0.011296107,0.010683547,0.009081015"
"TUNING_FORK,0.003379345,0.009674072,0.107179792,0.011487508,0.010678988,0.00907714"
"TUNING_FORK,0.006036043,0.010437012,0.106706744,0.011386329,0.010682268,0.009079928"
"TUNING_FORK,-0.002374887,-0.001174927,0.103697924,0.010753259,0.010679509,0.009077583"
"TUNING_FORK,-0.004117966,-0.007858276,0.106921839,0.01143228,0.010673722,0.009072663"
"TUNING_FORK,-0.001862884,-0.006408691,0.104232108,0.010864332,0.010682925,0.009080486"
"TUNING_FORK,0.002648711,0.007019043,0.104750059,0.010972575,0.010673277,0.009072285"
"TUNING_FORK,0.004151583,0.009857178,0.106375997,0.011315853,0.010693104,0.009089138"
"TUNING_FORK,0.002133727,0.004302979,0.104476439,0.010915326,0.010672727,0.009071818"
"TUNING_FORK,-0.005064368,-0.007522583,0.104001198,0.010816249,0.010646341,0.00904939"
"TUNING_FORK,-0.003214121,-0.007339478,0.104073468,0.010831287,0.010621399,0.009028189"
"TUNING_FORK,0.004435778,0.012756348,0.103161365,0.010642267,0.010593924,0.009004836"
"TUNING_FORK,0.001104593,0.007202148,0.10346232,0.010704452,0.01061749,0.009024867"
"TUNING_FORK,0.004208922,0.003753662,0.101400702,0.010282102,0.010616672,0.009024171"
"TUNING_FORK,-0.008498669,-0.014358521,0.101766478,0.010356416,0.010611803,0.009020032"
"TUNING_FORK,0.00033021,-0.004501343,0.101631704,0.010329003,0.010603916,0.009013329"
"TUNING_FORK,0.003371835,0.010284424,0.100627601,0.010125914,0.010589895,0.00900141"
"TUNING_FORK,0.005669832,0.009841919,0.102856187,0.010579395,0.010587369,0.008999264"
"TUNING_FORK,-0.000735641,-0.000427246,0.098565926,0.009715242,0.01057609,0.008989677"
"TUNING_FORK,-0.004457593,-0.009078979,0.101404025,0.010282776,0.010544539,0.008962858"
"TUNING_FORK,-0.000936985,-0.003479004,0.100321082,0.01006432,0.010539211,0.008958329"
"TUNING_FORK,0.002939343,0.008865356,0.098777609,0.009757016,0.010550276,0.008967735"
"TUNING_FORK,0.005217552,0.008728027,0.096283483,0.009270509,0.010539086,0.008958223"
"TUNING_FORK,-0.002875328,-0.00630188,0.093475484,0.008737666,0.010554823,0.008971599"
"TUNING_FORK,-0.004979372,-0.009002686,0.093743225,0.008787792,0.010533248,0.008953261"
"TUNING_FORK,0.000252366,0.000762939,0.09454403,0.008938574,0.010506548,0.008930566"
"TUNING_FORK,0.003421545,0.008056641,0.095009047,0.009026719,0.010518717,0.008940909"
"TUNING_FORK,0.005008578,0.01121521,0.091101584,0.008299499,0.010533739,0.008953678"
"TUNING_FORK,-0.002014995,-0.003738403,0.091235192,0.00832386,0.010556175,0.008972749"
"TUNING_FORK,-0.006853342,-0.010742188,0.093739077,0.008787015,0.010570417,0.008984854"
"TUNING_FORK,0.002550721,0.002502441,0.095680108,0.009154683,0.01055297,0.008970024"
"TUNING_FORK,0.004122257,0.010360718,0.091191582,0.008315905,0.010530039,0.008950533"
"TUNING_FORK,0.002723575,0.010177612,0.09227848,0.008515318,0.010592573,0.009003687"
"TUNING_FORK,0.000421524,-0.000900269,0.089983258,0.008096987,0.010597389,0.009007781"
"TUNING_FORK,-0.005255938,-0.009124756,0.092182432,0.008497601,0.010583568,0.008996033"
"TUNING_FORK,-0.00022769,-0.003677368,0.088024231,0.007748265,0.010614051,0.009021944"
"TUNING_FORK,0.003695726,0.010681152,0.089559815,0.00802096,0.010616933,0.009024393"
"TUNING_FORK,0.004047871,0.007064819,0.090018618,0.008103352,0.0106044,0.00901374"
"TUNING_FORK,-0.000932455,0.00138855,0.087688545,0.007689281,0.01058994,0.009001449"
"TUNING_FORK,-0.003458142,-0.008468628,0.090017903,0.008103223,0.010622793,0.009029374"
"TUNING_FORK,-0.002214909,-0.004821777,0.087263496,0.007614918,0.010600655,0.009010557"
"TUNING_FORK,0.003337741,0.009307861,0.081606673,0.006659649,0.010617162,0.009024587"
"TUNING_FORK,0.004242778,0.006820679,0.080599261,0.006496241,0.010683918,0.009081331"
"TUNING_FORK,-0.000428557,-0.000106812,0.079478359,0.00631681,0.010741543,0.009130311"
"TUNING_FORK,-0.001372218,-0.002960205,0.081443253,0.006633004,0.010781824,0.00916455"
"TUNING_FORK,-0.003769517,-0.007125854,0.082391598,0.006788375,0.010799565,0.00917963"
"TUNING_FORK,0.001571655,0.004440308,0.081581924,0.00665561,0.010903895,0.009268311"
"TUNING_FORK,0.004567623,0.00843811,0.083084403,0.006903018,0.011234552,0.009549369"
"TUNING_FORK,0.003042698,0.009399414,0.083641136,0.00699584,0.01124903,0.009561676"
"TUNING_FORK,-0.001362681,-0.003326416,0.084394999,0.007122516,0.011264205,0.009574574"
"TUNING_FORK,-0.002433896,-0.00541687,0.086071676,0.007408333,0.011586237,0.009848302"
"TUNING_FORK,-0.00170958,-0.004699707,0.081731387,0.00668002,0.012103382,0.010287875"
"TUNING_FORK,0.001180291,0.003448486,0.082426599,0.006794144,0.01259361,0.010704569"
"TUNING_FORK,0.005607963,0.010986328,0.084045617,0.007063666,0.012685998,0.010783098"
"TUNING_FORK,0.001523256,0.003723145,0.082283297,0.006770541,0.012685066,0.010782306"
"TUNING_FORK,-0.003573298,-0.004592896,0.083500883,0.006972397,0.012711506,0.01080478"
"TUNING_FORK,-0.001491308,-0.003448486,0.084571067,0.007152265,0.012726838,0.010817813"
"TUNING_FORK,-0.00118053,-0.000976563,0.082066485,0.006734908,0.013084293,0.011121649"
"TUNING_FORK,0.004255652,0.00604248,0.08190528,0.006708475,0.013103475,0.011137954"
"TUNING_FORK,0.002530336,0.006774902,0.083844494,0.007029899,0.01307071,0.011110103"
"TUNING_FORK,0.000293255,0.000610352,0.081007944,0.006562287,0.013075275,0.011113984"
"TUNING_FORK,-0.002554297,-0.004638672,0.081369519,0.006620999,0.013036846,0.011081319"
"TUNING_FORK,-0.003616691,-0.008560181,0.080067477,0.006410801,0.013038847,0.01108302"
"TUNING_FORK,0.002405167,0.005523682,0.077433461,0.005995941,0.013020492,0.011067418"
"TUNING_FORK,0.004428029,0.009094238,0.079110749,0.006258511,0.013034878,0.011079646"
"TUNING_FORK,0.000832915,0.005233765,0.077689202,0.006035612,0.013035502,0.011080177"
"TUNING_FORK,-0.001055002,-0.002944946,0.079229054,0.006277243,0.013031892,0.011077108"
"TUNING_FORK,-0.002952218,-0.003997803,0.079723213,0.006355791,0.013009913,0.011058426"
"TUNING_FORK,-0.001786709,-0.000137329,0.07693658,0.005919237,0.012987429,0.011039315"
"TUNING_FORK,0.003401995,0.006576538,0.078998881,0.006240823,0.013019022,0.011066169"
"TUNING_FORK,0.00384295,0.007736206,0.082113031,0.00674255,0.013036589,0.011081101"
"TUNING_FORK,0.000196576,0.00239563,0.079652066,0.006344452,0.012994118,0.011045"
"TUNING_FORK,-0.001957297,-0.004882813,0.07971929,0.006355165,0.012979489,0.011032566"
"TUNING_FORK,-0.004520655,-0.006240845,0.078374249,0.006142523,0.012965445,0.011020628"
"TUNING_FORK,0.001075625,0.0025177,0.079153279,0.006265242,0.012931531,0.010991801"
"TUNING_FORK,0.00536406,0.009506226,0.079523351,0.006323963,0.0129236,0.01098506"
"TUNING_FORK,0.002084494,0.004806519,0.078854221,0.006217988,0.01292748,0.010988358"
"TUNING_FORK,-0.001133323,-0.000335693,0.078620217,0.006181139,0.012941295,0.011000101"
"TUNING_FORK,-0.002271175,-0.004302979,0.078364169,0.006140943,0.012925794,0.010986925"
"TUNING_FORK,-0.000993133,-0.002059937,0.075616135,0.0057178,0.012922453,0.010984085"
"TUNING_FORK,0.001586437,0.008544922,0.076008432,0.005777282,0.012917947,0.010980255"
"TUNING_FORK,0.004782081,0.006866455,0.077178661,0.005956546,0.012895662,0.010961313"
"TUNING_FORK,0.00132215,0.004440308,0.076649905,0.005875208,0.01288942,0.010956007"
"TUNING_FORK,-0.003450155,-0.006561279,0.076384921,0.005834656,0.012858089,0.010929376"
"TUNING_FORK,-0.004484296,-0.008056641,0.074369494,0.005530822,0.01286788,0.010937698"
"TUNING_FORK,0.003039837,0.004669189,0.072882588,0.005311872,0.012887808,0.010954637"
"TUNING_FORK,0.002892017,0.008148193,0.073861866,0.005455575,0.012878396,0.010946637"
"TUNING_FORK,0.001451254,0.005371094,0.072116383,0.005200773,0.012886051,0.010953143"
"TUNING_FORK,-0.000891566,-0.005203247,0.072376347,0.005238336,0.01286435,0.010934698"
"TUNING_FORK,-0.002653003,-0.004623413,0.074787215,0.005593127,0.012832191,0.010907362"
"TUNING_FORK,-0.001962543,-0.002258301,0.072687358,0.005283452,0.01283206,0.010907251"
"TUNING_FORK,0.003593564,0.005645752,0.072543606,0.005262575,0.012821635,0.01089839"
"TUNING_FORK,0.001593709,0.004058838,0.070852066,0.005020015,0.012825172,0.010901396"
"TUNING_FORK,0.00211978,0.003509521,0.06799475,0.004623286,0.012811319,0.010889621"
"TUNING_FORK,-0.004262567,-0.00579834,0.068335264,0.004669708,0.012807586,0.010886448"
"TUNING_FORK,-0.001468062,-0.005279541,0.066061264,0.004364091,0.012790721,0.010872113"
"TUNING_FORK,0.002504826,0.005279541,0.065538689,0.00429532,0.012776286,0.010859843"
"TUNING_FORK,0.003345013,0.008377075,0.066751296,0.004455736,0.012782341,0.01086499"
"TUNING_FORK,0.000708461,0.002960205,0.067576882,0.004566635,0.012754014,0.010840912"
"TUNING_FORK,-0.002177,-0.004043579,0.070059132,0.004908282,0.0127224,0.01081404"
"TUNING_FORK,-0.00276792,-0.005966187,0.071465738,0.005107352,0.012681829,0.010779555"
"TUNING_FORK,0.003559709,0.007720947,0.072793877,0.005298948,0.012651289,0.010753595"
"TUNING_FORK,0.001151562,0.00352478,0.071287246,0.005081872,0.012674916,0.010773679"
"TUNING_FORK,0.001480222,0.003738403,0.07098168,0.005038399,0.012649577,0.010752141"
"TUNING_FORK,-0.00176096,-0.00617981,0.070752337,0.005005893,0.012662481,0.010763109"
"TUNING_FORK,-0.002210379,-0.003814697,0.071436067,0.005103112,0.012630143,0.010735622"
"TUNING_FORK,0.000347495,0.001525879,0.070607453,0.004985412,0.012641567,0.010745332"
"TUNING_FORK,0.003393292,0.007507324,0.071969607,0.005179624,0.012628925,0.010734586"
"TUNING_FORK,0.002936125,0.005844116,0.070710433,0.004999965,0.012613679,0.010721627"
"TUNING_FORK,-0.001468778,-0.004058838,0.070150079,0.004921034,0.012603582,0.010713045"
"TUNING_FORK,-0.001505494,-0.003173828,0.070980826,0.005038278,0.012614045,0.010721938"
"TUNING_FORK,-0.0026021,-0.003692627,0.069407117,0.004817348,0.012615367,0.010723062"
"TUNING_FORK,0.003315926,0.007492065,0.068635436,0.004710823,0.012614483,0.010722311"
"TUNING_FORK,0.00379467,0.006988525,0.069853029,0.004879446,0.012612527,0.010720648"
"TUNING_FORK,-0.002036452,-0.002792358,0.06918466,0.004786517,0.012627986,0.010733788"
"TUNING_FORK,-0.001306534,-0.003097534,0.071672718,0.005136978,0.012612239,0.010720403"
"TUNING_FORK,-0.001918674,-0.004608154,0.071309292,0.005085015,0.012625239,0.010731453"
"TUNING_FORK,0.002868414,0.006347656,0.071736124,0.005146071,0.012633848,0.01073877"
"TUNING_FORK,0.003399968,0.008346558,0.07042799,0.004960102,0.012636724,0.010741216"
"TUNING_FORK,-0.000567555,-0.000961304,0.070120332,0.004916861,0.01262508,0.010731318"
"TUNING_FORK,-0.002042413,-0.005950928,0.072625721,0.005274495,0.012625654,0.010731806"
"TUNING_FORK,-0.002768636,-0.004440308,0.067847252,0.00460325,0.012598937,0.010709096"
"TUNING_FORK,0.001609445,0.005645752,0.067272748,0.004525623,0.012612789,0.010720871"
"TUNING_FORK,0.004850149,0.008926392,0.067958694,0.004618384,0.012605579,0.010714742"
"TUNING_FORK,-0.000196338,0.001342773,0.065291647,0.004262999,0.012606724,0.010715715"
"TUNING_FORK,-0.001503825,-0.003952026,0.066804481,0.004462839,0.012580692,0.010693588"
"TUNING_FORK,-0.002151608,-0.003952026,0.068188435,0.004649663,0.012600794,0.010710675"
"TUNING_FORK,0.000440598,0.002166748,0.06837077,0.004674562,0.012624042,0.010730436"
"TUNING_FORK,0.000752211,0.003875732,0.0714187,0.005100631,0.012629498,0.010735074"
"TUNING_FORK,0.003747702,0.008895874,0.069984503,0.004897831,0.012655379,0.010757072"
"TUNING_FORK,0.000401735,-0.001647949,0.070793905,0.005011777,0.01264912,0.010751752"
"TUNING_FORK,-0.004611254,-0.0078125,0.071454637,0.005105765,0.01262614,0.010732219"
"TUNING_FORK,0.001497149,0.00100708,0.070719438,0.005001239,0.012625883,0.010732"
"TUNING_FORK,0.000910521,0.003112793,0.070298866,0.004941931,0.012605221,0.010714438"
"TUNING_FORK,0.004530907,0.010009766,0.069781339,0.004869435,0.012591098,0.010702433"
"TUNING_FORK,-0.001588821,-0.005493164,0.0689153,0.004749319,0.012567045,0.010681988"
"TUNING_FORK,-0.003517747,-0.005477905,0.069767538,0.004867509,0.012536537,0.010656056"
"TUNING_FORK,0.000503778,-0.00038147,0.068619664,0.004708658,0.01250666,0.010630661"
"TUNING_FORK,0.001528978,0.004425049,0.069755768,0.004865867,0.012484681,0.010611979"
"TUNING_FORK,0.003304601,0.005599976,0.070320401,0.004944959,0.012459784,0.010590817"
"TUNING_FORK,0.001365781,0.00189209,0.068942738,0.004753101,0.012441032,0.010574877"
"TUNING_FORK,-0.003991723,-0.006637573,0.068570256,0.00470188,0.012435143,0.010569871"
"TUNING_FORK,-0.001079321,-0.004837036,0.068960984,0.004755617,0.012420335,0.010557285"
"TUNING_FORK,-0.000499129,-0.000640869,0.067238712,0.004521044,0.012394617,0.010535425"
"TUNING_FORK,0.004647136,0.007720947,0.069198255,0.004788398,0.012387277,0.010529186"
"TUNING_FORK,-0.000172853,0.002075195,0.069970005,0.004895802,0.012368935,0.010513595"
"TUNING_FORK,0.002115846,0.002258301,0.069173415,0.004784961,0.012345927,0.010494038"
"TUNING_FORK,-0.004234195,-0.006744385,0.06962952,0.00484827,0.012321783,0.010473516"
"TUNING_FORK,-0.000711203,-0.004272461,0.069458561,0.004824492,0.012324668,0.010475968"
"TUNING_FORK,0.001908898,0.008148193,0.069735054,0.004862978,0.012304451,0.010458783"
"TUNING_FORK,0.00406599,0.006652832,0.068161071,0.004645932,0.012284454,0.010441786"
"TUNING_FORK,0.000663996,0.001052856,0.065897155,0.004342435,0.012274241,0.010433105"
"TUNING_FORK,-0.003388524,-0.005325317,0.0664948,0.004421558,0.012260729,0.01042162"
"TUNING_FORK,-0.004075646,-0.006454468,0.066030553,0.004360034,0.012243742,0.01040718"
"TUNING_FORK,0.004287958,0.008071899,0.065091857,0.00423695,0.012223182,0.010389704"
"TUNING_FORK,0.00221169,0.005615234,0.064172133,0.004118063,0.012196087,0.010366674"
"TUNING_FORK,0.001302481,0.002868652,0.06115017,0.003739343,0.012163339,0.010338838"
"TUNING_FORK,-0.001459599,-0.00302124,0.061188523,0.003744035,0.012144915,0.010323177"
"TUNING_FORK,-0.00279057,-0.004074097,0.061416799,0.003772023,0.012114585,0.010297398"
"TUNING_FORK,0.000659943,0.00138855,0.061385827,0.00376822,0.012085873,0.010272992"
"TUNING_FORK,0.003100991,0.006515503,0.063065154,0.003977214,0.012060793,0.010251674"
"TUNING_FORK,0.001549363,0.005371094,0.06225119,0.003875211,0.012033594,0.010228555"
"TUNING_FORK,-0.000681996,-0.001571655,0.062158202,0.003863642,0.012004713,0.010204006"
"TUNING_FORK,-0.001317024,-0.002975464,0.065134124,0.004242454,0.011976076,0.010179665"
"TUNING_FORK,-0.001433611,-0.003753662,0.062828766,0.003947454,0.01194539,0.010153581"
"TUNING_FORK,0.003032804,0.007629395,0.062705711,0.003932006,0.011915049,0.010127791"
"TUNING_FORK,0.001803875,0.005859375,0.05342035,0.002853734,0.011886175,0.010103249"
"TUNING_FORK,-0.000285506,0.000350952,0.054105853,0.002927443,0.011855347,0.010077045"
"TUNING_FORK,-0.003574133,-0.005172729,0.065889183,0.004341384,0.011824731,0.010051021"
"TUNING_FORK,0.000457525,-0.002380371,0.063666412,0.004053412,0.011793734,0.010024674"
"TUNING_FORK,0.001542687,0.004379272,0.063576821,0.004042012,0.011762729,0.00999832"
"TUNING_FORK,0.003508568,0.005615234,0.063918531,0.004085579,0.01173218,0.009972353"
"TUNING_FORK,0.000792146,0.001190186,0.061320066,0.00376015,0.011702026,0.009946722"
"TUNING_FORK,-0.003013968,-0.005661011,0.061116266,0.003735198,0.011671683,0.00992093"
"TUNING_FORK,-0.001806498,-0.004974365,0.059344608,0.003521782,0.011641342,0.00989514"
"TUNING_FORK,0.002775431,0.004348755,0.059672032,0.003560751,0.011611036,0.009869381"
"TUNING_FORK,0.002456546,0.005950928,0.061214243,0.003747184,0.011580992,0.009843843"
"TUNING_FORK,0.00033927,0.002761841,0.059905255,0.00358864,0.011551003,0.009818353"
"TUNING_FORK,0.000681996,-0.000366211,0.063479389,0.004029633,0.011521199,0.009793019"
"TUNING_FORK,-0.004311323,-0.006286621,0.062943073,0.00396183,0.01149161,0.009767868"
"TUNING_FORK,1.24E-05,0.001617432,0.062167265,0.003864769,0.011461999,0.009742699"
"TUNING_FORK,0.004398942,0.008346558,0.063668925,0.004053732,0.011432717,0.00971781"
"TUNING_FORK,0.002521276,0.007522583,0.06235675,0.003888364,0.011403526,0.009692997"
"TUNING_FORK,-0.002418876,-0.004058838,0.06089275,0.003707927,0.011374458,0.00966829"
"TUNING_FORK,-0.002254963,-0.005081177,0.062018298,0.003846269,0.01134564,0.009643794"
"TUNING_FORK,0.000315905,0.000946045,0.060925641,0.003711934,0.01131687,0.00961934"
"TUNING_FORK,0.003189325,0.005447388,0.061475527,0.00377924,0.011288368,0.009595113"
"TUNING_FORK,-0.00041163,0.003143311,0.062008628,0.00384507,0.011260164,0.009571139"
"TUNING_FORK,0.004023075,0.002197266,0.066544162,0.004428126,0.011232438,0.009547573"
"TUNING_FORK,-0.003978968,-0.005126953,0.065774368,0.004326268,0.011204631,0.009523936"
"TUNING_FORK,-0.00343585,-0.002944946,0.060704227,0.003685003,0.011176687,0.009500184"
"TUNING_FORK,0.00597465,0.009506226,0.062347937,0.003887265,0.011149049,0.009476692"
"TUNING_FORK,0.001067638,0.007049561,0.061140877,0.003738207,0.011122063,0.009453753"
"TUNING_FORK,-0.001649976,-0.002914429,0.060599974,0.003672357,0.011095168,0.009430893"
"TUNING_FORK,-0.001804233,-0.003494263,0.061515878,0.003784203,0.011070376,0.009409819"
"TUNING_FORK,0.000396729,7.63E-05,0.058486394,0.003420658,0.011044498,0.009387823"
"TUNING_FORK,0.002644181,0.004821777,0.060460486,0.00365547,0.011018583,0.009365796"
"TUNING_FORK,0.0010463,0.003952026,0.059492257,0.003539329,0.010994821,0.009345598"
"TUNING_FORK,-0.000544667,-0.002914429,0.058759678,0.0034527,0.010971098,0.009325433"
"TUNING_FORK,-0.002552271,-0.00668335,0.058765589,0.003453394,0.010949155,0.009306782"
"TUNING_FORK,-0.00053525,0.000793457,0.057673631,0.003326248,0.010929358,0.009289955"
"TUNING_FORK,0.004037738,0.005950928,0.058936456,0.003473506,0.010906536,0.009270555"
"TUNING_FORK,0.001360297,0.004470825,0.057274616,0.003280382,0.010882528,0.009250149"
"TUNING_FORK,-0.001728058,-0.005279541,0.059867874,0.003584162,0.01086932,0.009238922"
"TUNING_FORK,-0.0024122,-0.004867554,0.06091126,0.003710182,0.010843659,0.00921711"
"TUNING_FORK,0.00244689,0.00378418,0.059589223,0.003550875,0.010823233,0.009199748"
"TUNING_FORK,0.001488209,0.004226685,0.060482858,0.003658176,0.010808731,0.009187421"
"TUNING_FORK,0.002035022,0.005340576,0.058537925,0.003426689,0.010797494,0.00917787"
"TUNING_FORK,-0.001217961,-0.003921509,0.058852392,0.003463604,0.01078939,0.009170982"
"TUNING_FORK,-0.00315392,-0.005554199,0.057532726,0.003310015,0.010784219,0.009166586"
"TUNING_FORK,0.000706077,-3.05E-05,0.055206059,0.003047709,0.010770777,0.00915516"
"TUNING_FORK,0.001038432,0.00340271,0.057602008,0.003317991,0.010757308,0.009143712"
"TUNING_FORK,0.003235817,0.008575439,0.056995563,0.003248494,0.010763501,0.009148976"
"TUNING_FORK,0.000234962,-0.00088501,0.055376672,0.003066576,0.010746956,0.009134912"
"TUNING_FORK,-0.002877593,-0.004562378,0.056234014,0.003162264,0.010731553,0.00912182"
"TUNING_FORK,-0.002568483,-0.004226685,0.054668706,0.002988667,0.01072021,0.009112178"
"TUNING_FORK,0.004558086,0.00769043,0.055590293,0.003090281,0.010718102,0.009110387"
"TUNING_FORK,0.001811266,0.00453186,0.055913847,0.003126358,0.010700928,0.009095789"
"TUNING_FORK,-0.00221622,-0.001037598,0.05206634,0.002710904,0.010692881,0.009088949"
"TUNING_FORK,0.001059175,0.000762939,0.053492921,0.002861493,0.010692198,0.009088368"
"TUNING_FORK,-0.00333941,-0.006759644,0.052082015,0.002712536,0.010681134,0.009078964"
"TUNING_FORK,0.001408339,0.003662109,0.050302369,0.002530328,0.010665264,0.009065474"
"TUNING_FORK,0.002670646,0.003631592,0.050966649,0.002597599,0.01065192,0.009054132"
"TUNING_FORK,0.000273108,0.002868652,0.048915423,0.002392719,0.010632451,0.009037583"
"TUNING_FORK,-0.001027942,-0.003387451,0.048237096,0.002326817,0.01061271,0.009020803"
"TUNING_FORK,-0.003019691,-0.005477905,0.048721625,0.002373797,0.010598293,0.009008549"
"TUNING_FORK,0.0001899,0.000549316,0.046306921,0.002144331,0.010591841,0.009003064"
"TUNING_FORK,0.002031922,0.003143311,0.045670846,0.002085826,0.010580383,0.008993326"
"TUNING_FORK,0.000801325,0.00302124,0.045325587,0.002054409,0.010584907,0.008997171"
"TUNING_FORK,0.002279758,0.001449585,0.047045516,0.002213281,0.010571873,0.008986092"
"TUNING_FORK,-0.003033042,-0.00440979,0.048575307,0.00235956,0.010571842,0.008986066"
"TUNING_FORK,-0.002393723,-0.005126953,0.049184517,0.002419117,0.010596388,0.009006929"
"TUNING_FORK,0.000856757,0.003036499,0.049072969,0.002408156,0.010605185,0.009014408"
"TUNING_FORK,0.003000498,0.005554199,0.04639296,0.002152307,0.010627364,0.009033259"
"TUNING_FORK,0.000417233,0.002532959,0.044535208,0.001983385,0.010646969,0.009049924"
"TUNING_FORK,-0.000498176,-0.00201416,0.043819011,0.001920106,0.010631899,0.009037114"
"TUNING_FORK,-0.001371264,-0.001708984,0.043227322,0.001868601,0.010637229,0.009041645"
